record_id,timestamp,shc_code,origin_destination,dg_class,packaging_type,handling_error_count,previous_incident_count,cargo_weight_kg,temperature_celsius,humidity_percentage,weather_condition,safety_staff_count,shipper_id,doc_audit_result,incident_flag
DG_012034,2025-03-05 03:40:53,MAG,MXP-JED,3,IBC,4,2,13892.34,16.61,44.44,Rain,1,SHIP_0302,0,0
DG_012035,2025-08-12 15:48:49,CAO,HAM-JED,8,Metal,7,0,19474.08,23.82,22.93,Storm,40,SHIP_0178,0,1
DG_012036,2025-11-18 22:24:19,RCL,OSL-JED,5,Metal,0,2,19148.76,-8.2,45.81,Clear,36,SHIP_0383,1,0
DG_012037,2025-09-14 13:15:47,ELM,JFK-JED,3,Plastic,4,2,8605.5,16.99,59.69,Rain,35,SHIP_0125,0,0
DG_012038,2025-04-22 23:36:16,MAG,MAA-JED,4,Plastic,2,0,6699.63,8.84,69.14,Extreme Heat,33,SHIP_0058,0,0
DG_012039,2025-09-03 06:43:02,MAG,JFK-JED,5,Metal,4,2,25149.25,19.57,69.7,Extreme Heat,17,SHIP_0361,0,0
DG_012040,2025-09-10 07:52:50,CAO,DXB-JED,9,Plastic,7,1,16034.81,43.61,89.08,Fog,33,SHIP_0125,0,1
DG_012041,2025-09-17 00:15:17,RCL,OSL-JED,3,IBC,2,3,13974.64,3.17,33.5,Storm,14,SHIP_0337,0,0
DG_012042,2025-11-22 01:47:54,MAG,AMS-JED,6,CTMV,6,5,12240.39,15.64,7.77,Fog,35,SHIP_0315,0,1
DG_012043,2025-11-18 19:59:32,ICE,HAM-JED,9,Fiber,5,8,3807.06,21.78,92.59,Fog,16,SHIP_0274,0,1
DG_012044,2025-09-23 18:24:53,RCL,PVG-JED,2.2,Plastic,3,2,27185.39,6.15,26.05,Fog,20,SHIP_0216,1,0
DG_012045,2025-11-27 00:43:52,ELM,DXB-JED,3,Metal,5,2,25715.82,49.37,84.07,Clear,8,SHIP_0294,1,1
DG_012046,2025-04-18 10:12:35,ELM,HAM-JED,3,Metal,3,3,7964.43,19.29,25.64,Rain,35,SHIP_0097,0,0
DG_012047,2025-08-05 11:16:04,CAO,JFK-JED,3,IBC,5,1,7649.11,26.57,34.49,Clear,47,SHIP_0126,0,1
DG_012048,2025-03-06 09:33:35,ICE,OSL-JED,6,Plastic,4,1,20149.38,5.15,22.61,Clear,12,SHIP_0186,0,0
DG_012049,2025-10-26 08:12:27,MAG,MXP-JED,8,IBC,6,1,23467.36,12.84,81.1,Clear,44,SHIP_0108,0,0
DG_012050,2025-05-13 20:38:36,RCL,MAA-JED,9,CTMV,7,2,40985.48,34.53,6.58,Clear,17,SHIP_0190,0,1
DG_012051,2025-03-03 19:57:00,ELI,PVG-JED,2.2,Fiber,1,0,12989.52,26.79,35.43,Rain,48,SHIP_0178,0,0
DG_012052,2025-08-13 01:05:25,CAO,PVG-JED,3,CTMV,2,6,6257.67,11.44,75.12,Clear,50,SHIP_0400,0,1
DG_012053,2025-11-28 20:37:45,ELI,JFK-JED,3,Metal,2,9,7769.77,14.06,91.58,Storm,20,SHIP_0105,0,0
DG_012054,2025-09-24 12:16:05,RFL,MAA-JED,8,Plastic,3,0,22402.42,24.11,17.52,Extreme Heat,41,SHIP_0201,0,0
DG_012055,2025-07-13 00:11:53,ELM,AMS-JED,3,Plastic,4,1,25956.86,17.12,6.44,Clear,43,SHIP_0043,0,0
DG_012056,2025-06-03 20:21:12,CAO,MAA-JED,1,IBC,0,3,20088.91,37.11,19.8,Rain,23,SHIP_0269,1,0
DG_012057,2025-11-12 18:35:21,CAO,MXP-JED,5,Fiber,5,3,23749.09,24.38,79.39,Extreme Heat,38,SHIP_0159,0,0
DG_012058,2025-09-22 02:21:18,MAG,JFK-JED,3,Fiber,7,0,13274.07,39.74,73.02,Clear,31,SHIP_0355,0,0
DG_012059,2025-11-21 16:04:12,ICE,MXP-JED,8,Metal,5,3,9752.5,0.81,69.07,Storm,48,SHIP_0042,0,1
DG_012060,2025-10-23 14:05:45,ICE,MAA-JED,2.2,IBC,4,3,15865.82,25.8,11.12,Clear,27,SHIP_0393,1,0
DG_012061,2025-03-17 10:47:10,ICE,HAM-JED,2.1,CTMV,5,3,11135.3,3.59,82.97,Extreme Heat,31,SHIP_0339,0,0
DG_012062,2025-10-22 21:07:54,CAO,OSL-JED,4,Metal,5,6,22789.62,-8.3,37.2,Rain,41,SHIP_0012,0,0
DG_012063,2025-08-22 05:44:24,MAG,HAM-JED,8,Metal,4,1,24762.19,23.03,18.98,Extreme Heat,18,SHIP_0369,0,0
DG_012064,2025-05-05 10:50:06,ELI,FRA-JED,9,Metal,8,1,31480.65,10.62,77.97,Extreme Heat,44,SHIP_0204,0,1
DG_012065,2025-11-17 23:00:08,CAO,OSL-JED,9,Fiber,3,3,28983.27,-8.41,42.86,Storm,48,SHIP_0287,0,0
DG_012066,2025-09-20 07:31:35,ICE,HAM-JED,8,CTMV,1,1,18584.0,28.61,8.65,Clear,5,SHIP_0064,0,0
DG_012067,2025-05-27 09:47:28,RCL,MXP-JED,9,Metal,5,5,4668.45,41.39,20.11,Fog,8,SHIP_0309,0,1
DG_012068,2025-05-07 21:23:11,MAG,MAA-JED,3,Plastic,2,0,16770.3,33.73,25.64,Storm,38,SHIP_0285,0,0
DG_012069,2025-03-30 04:11:28,RFL,HAM-JED,3,Metal,4,0,22803.23,16.35,23.05,Rain,6,SHIP_0357,1,0
DG_012070,2025-07-21 13:09:45,MAG,JFK-JED,9,Fiber,0,3,7449.71,18.2,71.73,Clear,45,SHIP_0336,0,0
DG_012071,2025-04-21 18:37:16,ICE,HAM-JED,9,IBC,2,6,22826.3,5.59,88.66,Fog,35,SHIP_0184,0,0
DG_012072,2025-09-16 11:53:11,RCL,MXP-JED,2.2,Fiber,2,1,20614.26,25.67,63.01,Clear,30,SHIP_0122,0,0
DG_012073,2025-07-16 04:54:56,RFL,DXB-JED,5,Metal,3,1,22036.97,44.69,23.86,Fog,1,SHIP_0153,0,0
DG_012074,2025-03-20 18:29:00,CAO,MXP-JED,2.2,Metal,5,0,11256.55,40.11,9.93,Clear,30,SHIP_0103,1,1
DG_012075,2025-08-12 04:03:25,RFL,MAA-JED,2.2,CTMV,2,3,8833.42,5.87,31.31,Clear,48,SHIP_0048,0,0
DG_012076,2025-09-09 10:28:04,MAG,FRA-JED,6,Metal,6,2,5949.0,8.72,56.48,Fog,45,SHIP_0013,0,0
DG_012077,2025-07-26 05:25:09,RFL,AMS-JED,2.2,Plastic,2,10,22685.1,16.76,69.38,Clear,49,SHIP_0262,0,1
DG_012078,2025-05-06 05:01:32,CAO,PVG-JED,1,Metal,8,1,27116.51,6.04,34.31,Extreme Heat,15,SHIP_0323,0,1
DG_012079,2025-07-23 23:15:22,RCL,DXB-JED,2.1,Fiber,5,3,14290.41,45.79,78.06,Clear,42,SHIP_0308,0,0
DG_012080,2025-04-13 23:24:46,ICE,AMS-JED,9,Metal,4,0,9992.09,20.96,92.61,Rain,38,SHIP_0208,0,0
DG_012081,2025-07-10 06:00:08,CAO,MAA-JED,2.2,Fiber,2,0,5499.77,28.63,17.69,Rain,23,SHIP_0019,0,0
DG_012082,2025-11-19 17:19:39,CAO,DXB-JED,3,Plastic,7,3,20878.82,41.4,47.68,Clear,6,SHIP_0383,0,0
DG_012083,2025-06-05 23:58:50,ELI,DXB-JED,4,Fiber,1,5,6213.73,38.59,17.33,Clear,2,SHIP_0053,0,0
DG_012084,2025-09-26 08:57:32,MAG,OSL-JED,2.1,Metal,4,1,39465.25,-10.8,18.97,Rain,25,SHIP_0254,0,1
DG_012085,2025-04-15 18:35:06,CAO,OSL-JED,5,Plastic,4,1,4468.69,6.77,14.88,Storm,18,SHIP_0399,0,1
DG_012086,2025-06-21 15:35:57,ICE,DXB-JED,8,Fiber,10,0,16765.66,46.1,76.07,Clear,13,SHIP_0232,1,1
DG_012087,2025-06-25 04:32:27,ELI,MAA-JED,3,IBC,0,0,5171.62,4.45,88.68,Fog,21,SHIP_0203,0,0
DG_012088,2025-09-04 15:02:54,CAO,MXP-JED,3,CTMV,2,6,27719.72,32.1,38.86,Clear,41,SHIP_0135,1,0
DG_012089,2025-06-23 00:02:17,ICE,DXB-JED,2.1,Metal,3,1,10732.52,41.06,44.55,Clear,39,SHIP_0231,0,0
DG_012090,2025-06-11 19:39:22,RCL,PVG-JED,3,CTMV,5,4,12392.45,37.86,12.14,Clear,13,SHIP_0135,0,0
DG_012091,2025-05-22 17:55:06,ELM,OSL-JED,2.1,CTMV,0,4,35464.5,0.29,40.61,Rain,27,SHIP_0257,0,0
DG_012092,2025-03-01 20:49:30,CAO,OSL-JED,2.2,IBC,4,0,10822.18,-14.52,89.82,Clear,44,SHIP_0375,0,0
DG_012093,2025-11-01 02:59:27,MAG,AMS-JED,9,IBC,6,3,10502.53,9.61,65.1,Fog,12,SHIP_0150,0,0
DG_012094,2025-10-07 21:59:28,ICE,JFK-JED,3,IBC,3,1,25121.66,16.1,92.9,Fog,46,SHIP_0031,1,0
DG_012095,2025-07-31 20:49:05,ICE,JFK-JED,2.1,Metal,6,6,18488.15,0.66,42.53,Rain,3,SHIP_0116,0,1
DG_012096,2025-05-24 10:54:13,RFL,PVG-JED,2.2,IBC,5,1,7272.77,39.55,76.9,Clear,42,SHIP_0254,1,0
DG_012097,2025-06-27 09:07:35,ELM,DXB-JED,3,Metal,5,2,31454.69,37.69,10.26,Fog,21,SHIP_0213,0,0
DG_012098,2025-11-05 16:56:55,RFL,PVG-JED,2.2,CTMV,5,3,13012.92,35.67,20.96,Clear,4,SHIP_0199,1,0
DG_012099,2025-09-17 05:04:43,RFL,MAA-JED,6,Plastic,3,2,1332.86,4.78,36.64,Fog,48,SHIP_0036,0,0
DG_012100,2025-03-14 18:13:24,MAG,DXB-JED,3,Fiber,3,0,16435.05,47.79,85.99,Storm,30,SHIP_0288,0,0
DG_012101,2025-08-27 20:00:13,RCL,MAA-JED,1,Metal,1,0,40495.93,41.08,75.96,Clear,9,SHIP_0162,0,0
DG_012102,2025-10-26 21:50:06,ICE,HAM-JED,9,Fiber,2,5,8558.07,30.3,14.87,Storm,39,SHIP_0026,0,1
DG_012103,2025-09-06 14:58:23,CAO,MXP-JED,5,Metal,2,2,11435.36,11.35,17.2,Extreme Heat,50,SHIP_0346,0,0
DG_012104,2025-03-23 07:54:30,ELM,FRA-JED,2.1,Plastic,3,6,5909.82,24.22,11.26,Clear,27,SHIP_0179,0,1
DG_012105,2025-07-17 03:46:30,MAG,HAM-JED,9,Fiber,3,1,13747.92,29.64,76.87,Fog,33,SHIP_0287,0,0
DG_012106,2025-03-03 06:54:32,RFL,OSL-JED,4,CTMV,1,5,29110.63,3.52,75.09,Clear,34,SHIP_0229,0,0
DG_012107,2025-10-26 01:09:27,MAG,OSL-JED,2.2,IBC,2,6,7978.02,-10.69,43.24,Clear,48,SHIP_0400,1,1
DG_012108,2025-08-26 18:48:32,CAO,FRA-JED,4,Fiber,5,2,10203.37,15.4,71.53,Clear,23,SHIP_0301,0,0
DG_012109,2025-07-06 14:19:29,RFL,MAA-JED,8,Metal,7,1,7511.81,5.06,65.66,Clear,27,SHIP_0092,0,0
DG_012110,2025-06-24 20:49:46,ELM,OSL-JED,1,CTMV,1,1,7328.71,-12.15,30.38,Extreme Heat,24,SHIP_0086,0,0
DG_012111,2025-07-16 10:31:10,ELI,MXP-JED,5,Metal,6,3,8044.91,29.26,94.79,Rain,40,SHIP_0145,0,0
DG_012112,2025-04-11 14:50:29,CAO,MXP-JED,3,Metal,3,2,6727.84,13.29,37.75,Storm,21,SHIP_0265,0,0
DG_012113,2025-03-03 00:02:33,RCL,HAM-JED,3,Metal,6,5,24664.96,5.75,54.68,Storm,5,SHIP_0089,0,0
DG_012114,2025-07-14 19:38:32,RCL,AMS-JED,3,Plastic,6,2,12292.02,18.83,51.31,Clear,42,SHIP_0379,0,0
DG_012115,2025-05-12 07:06:56,ICE,HAM-JED,8,Fiber,5,3,17395.47,13.16,44.81,Extreme Heat,45,SHIP_0111,0,0
DG_012116,2025-08-04 03:32:46,CAO,JFK-JED,8,CTMV,3,3,2724.84,7.64,77.97,Clear,32,SHIP_0374,0,0
DG_012117,2025-07-16 16:28:50,ICE,AMS-JED,2.2,Metal,2,2,35461.93,4.33,29.12,Fog,48,SHIP_0382,0,0
DG_012118,2025-03-04 10:36:57,ELM,MAA-JED,2.1,IBC,3,5,25652.59,34.05,82.31,Clear,2,SHIP_0199,0,0
DG_012119,2025-04-09 08:32:11,CAO,JFK-JED,3,IBC,3,4,7905.41,1.04,53.85,Rain,42,SHIP_0250,0,0
DG_012120,2025-08-15 07:22:57,CAO,HAM-JED,2.1,Fiber,3,9,10026.52,20.83,82.32,Rain,41,SHIP_0051,0,1
DG_012121,2025-09-08 02:12:08,ELM,OSL-JED,2.1,Plastic,0,3,3547.53,-3.46,91.71,Clear,40,SHIP_0358,1,0
DG_012122,2025-05-16 17:14:51,ICE,FRA-JED,2.1,Plastic,1,0,28666.61,22.57,25.04,Clear,25,SHIP_0040,0,0
DG_012123,2025-04-02 21:52:09,MAG,JFK-JED,8,IBC,3,2,20761.59,33.54,85.14,Clear,29,SHIP_0336,1,1
DG_012124,2025-09-22 11:32:14,MAG,MAA-JED,5,Plastic,7,3,6062.26,34.45,40.86,Storm,28,SHIP_0336,1,0
DG_012125,2025-09-16 17:47:48,CAO,OSL-JED,3,Metal,3,3,20359.31,-11.15,44.14,Clear,15,SHIP_0033,0,0
DG_012126,2025-04-29 16:41:14,CAO,PVG-JED,9,CTMV,9,6,6071.0,9.7,57.49,Fog,32,SHIP_0135,1,0
DG_012127,2025-08-07 12:10:44,ELM,FRA-JED,2.1,Metal,5,2,5435.53,20.62,81.16,Clear,27,SHIP_0360,1,0
DG_012128,2025-04-18 02:17:49,ELI,MXP-JED,2.2,CTMV,4,1,1694.12,10.83,73.03,Rain,7,SHIP_0108,0,0
DG_012129,2025-09-06 07:00:38,MAG,MXP-JED,2.1,Plastic,4,1,7890.64,18.65,42.91,Fog,22,SHIP_0028,0,0
DG_012130,2025-03-03 16:24:36,RCL,MAA-JED,4,Metal,3,1,4399.35,6.31,18.46,Clear,9,SHIP_0057,0,0
DG_012131,2025-04-30 10:34:49,RFL,HAM-JED,2.1,CTMV,2,3,8881.09,4.34,13.35,Clear,35,SHIP_0148,0,0
DG_012132,2025-11-11 00:16:02,ICE,AMS-JED,3,IBC,5,2,25401.18,16.24,47.02,Rain,33,SHIP_0139,0,0
DG_012133,2025-06-06 03:25:29,ELI,MAA-JED,3,Plastic,3,1,10641.08,1.12,91.6,Clear,19,SHIP_0247,0,0
DG_012134,2025-05-27 19:21:37,RFL,MXP-JED,1,Metal,3,3,29406.8,12.2,93.87,Fog,15,SHIP_0289,0,0
DG_012135,2025-08-30 19:13:46,RCL,DXB-JED,3,Fiber,1,0,839.59,30.8,75.38,Clear,17,SHIP_0142,0,0
DG_012136,2025-08-01 13:00:40,MAG,FRA-JED,9,Metal,5,2,11663.4,39.53,77.8,Clear,48,SHIP_0364,0,0
DG_012137,2025-07-24 08:49:01,CAO,PVG-JED,5,Plastic,5,9,21755.37,31.83,38.58,Storm,41,SHIP_0368,0,0
DG_012138,2025-06-25 05:32:16,ICE,MAA-JED,2.1,Fiber,5,4,15012.5,25.69,53.78,Rain,35,SHIP_0158,0,0
DG_012139,2025-07-20 13:20:46,ELI,FRA-JED,2.2,Metal,4,4,39469.17,39.45,33.33,Storm,36,SHIP_0114,1,0
DG_012140,2025-08-14 08:25:54,ELM,DXB-JED,3,Metal,3,2,30817.76,32.9,31.01,Storm,25,SHIP_0384,0,0
DG_012141,2025-05-10 18:03:34,RFL,FRA-JED,2.1,Plastic,6,1,29692.17,5.57,72.41,Clear,38,SHIP_0098,0,0
DG_012142,2025-09-25 07:51:56,CAO,MAA-JED,6,Plastic,3,3,18983.11,29.11,41.36,Rain,34,SHIP_0354,1,0
DG_012143,2025-06-13 15:45:04,MAG,PVG-JED,4,CTMV,5,3,24609.95,33.98,53.99,Extreme Heat,14,SHIP_0363,0,1
DG_012144,2025-04-12 05:06:38,RCL,PVG-JED,9,Metal,3,5,38464.96,10.89,79.58,Clear,2,SHIP_0179,1,0
DG_012145,2025-08-18 07:47:16,ELM,HAM-JED,2.1,Plastic,5,2,3933.01,18.84,82.76,Rain,16,SHIP_0161,0,0
DG_012146,2025-11-10 20:58:10,ELI,JFK-JED,5,Metal,6,7,11273.83,23.14,38.11,Clear,36,SHIP_0002,0,0
DG_012147,2025-08-18 15:06:04,ELI,FRA-JED,2.1,Plastic,5,1,23599.34,17.91,41.46,Fog,4,SHIP_0376,0,1
DG_012148,2025-05-02 20:24:18,RFL,MXP-JED,2.1,IBC,7,2,20874.33,13.91,37.66,Clear,37,SHIP_0225,0,0
DG_012149,2025-04-24 07:43:26,ELM,AMS-JED,3,Plastic,6,6,12918.18,5.6,66.48,Rain,22,SHIP_0054,0,0
DG_012150,2025-07-16 09:04:30,ELI,PVG-JED,5,Metal,1,2,8921.32,36.16,16.23,Rain,39,SHIP_0169,0,0
DG_012151,2025-08-16 12:48:06,CAO,HAM-JED,9,Metal,6,2,38139.98,36.11,24.3,Extreme Heat,11,SHIP_0279,1,1
DG_012152,2025-03-03 06:09:18,ICE,DXB-JED,2.2,Plastic,3,6,4657.54,41.31,40.93,Fog,10,SHIP_0390,0,0
DG_012153,2025-07-18 12:19:44,ICE,HAM-JED,2.1,Plastic,2,1,12461.05,7.18,52.09,Storm,47,SHIP_0203,0,0
DG_012154,2025-05-17 01:49:27,CAO,FRA-JED,9,Fiber,2,6,29130.96,2.78,28.94,Clear,6,SHIP_0399,0,0
DG_012155,2025-04-12 23:28:42,RCL,MXP-JED,2.2,IBC,0,5,26740.08,22.55,22.53,Clear,4,SHIP_0246,0,0
DG_012156,2025-05-13 14:53:35,RCL,MXP-JED,2.2,Plastic,0,1,21602.72,3.21,42.82,Fog,31,SHIP_0388,1,1
DG_012157,2025-06-19 15:27:29,ELI,PVG-JED,2.2,Plastic,3,6,15640.87,4.43,36.05,Clear,28,SHIP_0119,0,0
DG_012158,2025-03-16 15:12:57,MAG,JFK-JED,2.2,CTMV,5,0,3409.5,4.93,7.39,Clear,12,SHIP_0072,0,1
DG_012159,2025-04-21 21:59:27,ELI,JFK-JED,5,IBC,4,3,5643.51,30.66,53.19,Clear,38,SHIP_0292,0,0
DG_012160,2025-08-01 05:26:07,ELM,JFK-JED,2.1,CTMV,2,2,24305.55,10.72,63.56,Storm,5,SHIP_0307,1,0
DG_012161,2025-08-11 12:31:27,CAO,JFK-JED,8,Metal,4,0,20096.63,6.02,21.81,Clear,19,SHIP_0388,0,0
DG_012162,2025-07-07 15:08:01,ELI,DXB-JED,8,Fiber,5,0,8671.26,33.01,55.59,Clear,40,SHIP_0323,0,0
DG_012163,2025-03-13 06:35:39,RFL,FRA-JED,6,CTMV,2,2,10845.16,9.92,16.78,Clear,45,SHIP_0046,0,0
DG_012164,2025-05-02 06:13:14,ICE,MAA-JED,5,IBC,10,2,8749.98,11.13,45.15,Fog,37,SHIP_0323,1,0
DG_012165,2025-11-14 17:28:44,MAG,HAM-JED,8,Metal,1,3,6563.38,32.11,79.64,Fog,34,SHIP_0104,0,0
DG_012166,2025-05-17 06:44:20,ICE,MAA-JED,5,CTMV,4,4,23572.56,11.17,38.9,Clear,28,SHIP_0359,1,0
DG_012167,2025-09-03 03:21:10,MAG,JFK-JED,9,CTMV,8,10,13461.45,0.5,14.59,Fog,45,SHIP_0242,0,0
DG_012168,2025-11-14 08:30:47,RFL,MAA-JED,1,Metal,2,3,13158.84,33.29,23.42,Clear,23,SHIP_0061,0,0
DG_012169,2025-06-12 05:25:55,CAO,OSL-JED,3,Metal,3,1,16942.0,-13.31,13.2,Clear,9,SHIP_0025,0,1
DG_012170,2025-04-16 03:13:28,ICE,AMS-JED,8,Metal,6,3,20074.61,41.16,62.11,Clear,36,SHIP_0302,0,0
DG_012171,2025-08-11 12:53:34,CAO,MXP-JED,8,Fiber,5,8,17690.33,23.07,34.97,Clear,50,SHIP_0367,0,1
DG_012172,2025-09-06 22:26:33,ICE,MAA-JED,3,IBC,2,1,4379.1,29.3,76.94,Clear,16,SHIP_0060,0,0
DG_012173,2025-09-30 15:31:27,RCL,DXB-JED,4,Metal,6,9,5343.86,37.96,36.24,Extreme Heat,21,SHIP_0257,0,0
DG_012174,2025-09-09 11:01:29,MAG,PVG-JED,5,CTMV,2,1,31006.6,1.67,59.63,Clear,4,SHIP_0015,0,0
DG_012175,2025-11-20 18:14:40,ICE,MAA-JED,2.2,Fiber,3,3,26256.18,14.35,57.31,Clear,9,SHIP_0178,0,0
DG_012176,2025-04-19 11:46:15,ICE,HAM-JED,8,Fiber,4,2,8726.8,3.48,29.15,Fog,9,SHIP_0341,0,0
DG_012177,2025-07-05 04:10:22,CAO,PVG-JED,6,Fiber,3,0,14316.36,40.76,72.48,Clear,30,SHIP_0097,0,0
DG_012178,2025-08-03 07:06:52,MAG,DXB-JED,9,Fiber,0,5,23990.25,36.02,66.21,Fog,10,SHIP_0089,1,0
DG_012179,2025-09-11 21:39:39,MAG,AMS-JED,2.1,CTMV,8,2,16407.98,40.24,67.13,Fog,7,SHIP_0346,0,0
DG_012180,2025-07-30 00:19:50,ICE,AMS-JED,2.1,Plastic,4,2,4913.31,16.4,61.89,Clear,27,SHIP_0011,0,0
DG_012181,2025-04-21 00:54:05,CAO,FRA-JED,3,Plastic,5,2,26569.71,19.98,35.73,Clear,17,SHIP_0281,0,0
DG_012182,2025-04-12 14:47:01,MAG,PVG-JED,3,Fiber,7,2,19189.98,26.9,49.4,Storm,45,SHIP_0174,0,0
DG_012183,2025-04-11 21:30:38,CAO,MAA-JED,1,Metal,3,6,4142.08,7.01,29.13,Clear,34,SHIP_0390,0,1
DG_012184,2025-03-09 05:09:10,MAG,OSL-JED,4,Plastic,4,2,5128.37,-14.28,7.25,Fog,24,SHIP_0383,0,0
DG_012185,2025-04-18 23:33:25,ELM,HAM-JED,8,IBC,1,3,23595.74,4.18,37.21,Clear,20,SHIP_0150,1,0
DG_012186,2025-04-30 09:45:23,RCL,JFK-JED,3,Fiber,7,1,23330.3,37.01,92.22,Rain,40,SHIP_0158,0,0
DG_012187,2025-07-12 15:26:09,MAG,OSL-JED,3,Metal,1,2,4978.82,-3.07,6.49,Extreme Heat,15,SHIP_0074,0,0
DG_012188,2025-09-11 04:20:47,RCL,JFK-JED,4,Metal,2,3,37264.94,11.6,79.91,Clear,31,SHIP_0005,0,0
DG_012189,2025-03-06 07:13:02,ELM,AMS-JED,5,Metal,1,0,22681.22,8.89,61.38,Rain,36,SHIP_0099,0,1
DG_012190,2025-11-21 19:25:17,ICE,OSL-JED,3,Plastic,6,3,18914.6,-5.35,57.26,Clear,31,SHIP_0122,0,1
DG_012191,2025-05-31 20:23:08,ELM,HAM-JED,1,CTMV,5,3,3492.49,28.17,48.62,Clear,38,SHIP_0348,0,0
DG_012192,2025-03-21 05:02:47,CAO,DXB-JED,3,Metal,3,5,8365.35,37.73,91.35,Clear,44,SHIP_0010,0,0
DG_012193,2025-11-19 10:18:37,MAG,HAM-JED,4,Plastic,5,0,7187.11,41.71,22.82,Storm,42,SHIP_0256,1,0
DG_012194,2025-07-11 20:59:06,CAO,JFK-JED,3,CTMV,3,3,15099.59,7.11,44.4,Fog,26,SHIP_0064,0,0
DG_012195,2025-08-14 20:46:06,ICE,FRA-JED,2.1,Metal,3,7,3943.74,4.09,54.83,Clear,30,SHIP_0391,0,0
DG_012196,2025-10-18 21:15:09,RCL,FRA-JED,8,Plastic,2,2,5889.83,0.26,69.51,Storm,49,SHIP_0322,0,0
DG_012197,2025-03-04 02:50:04,MAG,HAM-JED,3,Plastic,7,3,31268.42,15.18,59.3,Clear,30,SHIP_0355,1,1
DG_012198,2025-08-16 16:14:06,ELM,FRA-JED,5,Plastic,3,3,27599.3,35.31,68.48,Rain,22,SHIP_0291,0,0
DG_012199,2025-09-03 11:43:23,ELM,JFK-JED,9,Plastic,1,3,9178.52,9.48,94.43,Fog,2,SHIP_0088,1,0
DG_012200,2025-06-21 10:01:28,ICE,DXB-JED,2.1,Metal,2,0,8027.45,39.39,67.24,Rain,22,SHIP_0146,0,0
DG_012201,2025-06-18 14:30:44,RFL,MAA-JED,2.1,CTMV,3,3,11787.97,38.63,93.1,Clear,8,SHIP_0316,0,0
DG_012202,2025-09-05 17:11:19,ELI,MAA-JED,9,Fiber,3,2,23664.05,41.49,44.87,Storm,30,SHIP_0213,0,0
DG_012203,2025-04-02 02:01:35,CAO,PVG-JED,9,Plastic,1,0,14224.94,29.69,80.04,Clear,44,SHIP_0047,0,0
DG_012204,2025-08-14 14:07:18,ICE,MAA-JED,5,Plastic,4,2,21482.43,31.46,53.72,Rain,15,SHIP_0321,0,0
DG_012205,2025-06-05 05:10:19,RCL,FRA-JED,2.1,Fiber,6,4,16547.01,40.57,33.81,Clear,3,SHIP_0026,0,0
DG_012206,2025-10-26 20:34:18,MAG,MXP-JED,2.1,CTMV,3,1,18154.98,13.96,54.93,Clear,34,SHIP_0299,0,0
DG_012207,2025-04-29 05:21:47,ICE,MXP-JED,2.2,Metal,3,0,12606.57,31.88,11.42,Storm,50,SHIP_0191,1,1
DG_012208,2025-09-15 13:06:02,CAO,DXB-JED,2.2,CTMV,6,1,14685.22,42.49,75.49,Rain,31,SHIP_0209,0,0
DG_012209,2025-05-12 13:39:49,RCL,AMS-JED,3,CTMV,5,1,8596.08,33.22,91.64,Storm,42,SHIP_0279,0,0
DG_012210,2025-06-05 21:11:56,ELI,JFK-JED,3,Metal,2,4,25228.5,6.77,23.26,Clear,2,SHIP_0231,0,0
DG_012211,2025-06-18 04:24:13,ICE,MAA-JED,8,Fiber,2,3,12981.85,34.01,67.25,Clear,4,SHIP_0311,0,0
DG_012212,2025-04-14 16:03:50,ELI,JFK-JED,3,Metal,3,4,7182.5,1.14,76.56,Clear,8,SHIP_0002,0,0
DG_012213,2025-06-11 08:17:03,MAG,FRA-JED,5,Fiber,1,3,15212.88,40.09,7.97,Clear,20,SHIP_0102,0,0
DG_012214,2025-11-28 05:22:52,RFL,OSL-JED,3,Plastic,1,0,17763.55,5.03,10.93,Storm,34,SHIP_0039,0,0
DG_012215,2025-06-05 01:30:35,MAG,DXB-JED,3,Fiber,4,3,2940.96,42.91,21.17,Storm,12,SHIP_0199,0,0
DG_012216,2025-11-14 18:38:59,CAO,MAA-JED,4,Plastic,6,1,8256.4,37.28,88.83,Fog,44,SHIP_0379,0,0
DG_012217,2025-08-14 16:03:04,ELI,MXP-JED,9,Fiber,6,1,21387.1,18.46,78.19,Fog,43,SHIP_0316,1,0
DG_012218,2025-05-17 01:20:17,ELM,DXB-JED,9,Plastic,4,1,27544.04,30.47,61.82,Fog,49,SHIP_0172,0,0
DG_012219,2025-09-01 01:00:04,ICE,PVG-JED,3,Metal,4,3,8292.93,5.6,48.32,Clear,18,SHIP_0119,0,0
DG_012220,2025-11-30 08:41:34,MAG,MXP-JED,5,Fiber,3,0,2430.98,12.77,52.43,Rain,10,SHIP_0096,1,1
DG_012221,2025-04-10 00:38:03,CAO,MXP-JED,8,CTMV,7,2,29662.17,35.12,12.57,Clear,47,SHIP_0271,0,0
DG_012222,2025-11-28 07:08:40,CAO,MAA-JED,4,Fiber,1,1,25763.96,11.23,84.38,Extreme Heat,6,SHIP_0187,1,1
DG_012223,2025-09-12 02:05:30,MAG,AMS-JED,6,Plastic,7,3,28168.11,10.7,60.52,Clear,3,SHIP_0320,0,1
DG_012224,2025-10-24 07:52:08,MAG,JFK-JED,8,Metal,3,4,32449.0,39.32,11.72,Clear,37,SHIP_0166,0,0
