record_id,timestamp,airline,SHC,origin,destination,packaging_condition,packaging_seal_status,shipper_company_name,consignee_name,shipper_type,documentation_status,security_screening_status,xray_scan_result,shipment_priority,weather_condition,cargo_weight_kg,damage_history_count,compliance_violation_count,inspection_duration_minutes,shipper_reliability_score,acceptance_rejection_flag
14103,2025-05-10 14:00:00,Emirates,PIL,MXP,JED,Good,Intact,DHL,Saudi Pharma Ltd,Agent,Missing,Cleared,Clear,Normal,Clear,17374,8,10,150,58,0
14104,2025-05-10 15:00:00,Emirates,PIL,MAA,JED,Damaged,Intact,DB Schenker,Desert Logistics,Agent,Complete,Pending,Clear,Normal,Storm,43217,3,4,124,40,0
14105,2025-05-10 16:00:00,Lufthansa,HUM,AMS,JED,Good,Intact,Amazon Logistics,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,VIP,Fog,38324,6,4,138,96,0
14106,2025-05-10 17:00:00,Lufthansa,COL,MXP,JED,Damaged,Intact,DHL,Jeddah Electronics,Agent,Complete,Cleared,Clear,Normal,Storm,10664,11,11,18,87,0
14107,2025-05-10 18:00:00,Lufthansa,AVI,HAM,JED,Good,Intact,DB Schenker,Al Jazeera Trading,Corporate,Complete,Pending,Clear,Express,Rain,36464,4,2,112,57,0
14108,2025-05-10 19:00:00,Emirates,AVI,FRA,JED,Good,Intact,DHL,Jeddah Electronics,Agent,Complete,Pending,Clear,VIP,Clear,45496,7,6,85,90,0
14109,2025-05-10 20:00:00,Qatar,COL,FRA,JED,Average,Intact,FedEx,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,VIP,Storm,49826,11,1,112,94,0
14110,2025-05-10 21:00:00,Qatar,DGR,FRA,JED,Good,Intact,DHL,Jeddah Electronics,Agent,Complete,Manual Inspection Required,Clear,Normal,Clear,16632,11,10,53,68,0
14111,2025-05-10 22:00:00,Qatar,PER,HAM,JED,Good,Tampered,DHL,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Normal,Clear,28080,6,5,32,56,0
14112,2025-05-10 23:00:00,Air India,VAL,JFK,JED,Good,Intact,DB Schenker,Jeddah Electronics,Retail,Complete,Pending,Manual Review Required,VIP,Storm,48329,10,1,102,73,0
14113,2025-05-11 00:00:00,Emirates,AVI,AMS,JED,Good,Tampered,BlueDart,Jeddah Electronics,Corporate,Complete,Failed,Clear,Normal,Rain,40853,8,1,61,65,0
14114,2025-05-11 01:00:00,Qatar,COL,PVG,JED,Good,Intact,FedEx,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Normal,Rain,40765,10,6,112,76,0
14115,2025-05-11 02:00:00,Qatar,AVI,FRA,JED,Good,Missing,BlueDart,Al Jazeera Trading,Retail,Pending,Cleared,Restricted Item Detected,VIP,Storm,24625,13,5,23,74,1
14116,2025-05-11 03:00:00,Qatar,DGR,MAA,JED,Average,Intact,FedEx,Middle East Retail Group,Agent,Pending,Cleared,Manual Review Required,Express,Storm,43733,6,3,106,54,0
14117,2025-05-11 04:00:00,Emirates,PIL,OSL,JED,Good,Intact,Maersk,Desert Logistics,Corporate,Pending,Cleared,Clear,Express,Rain,11818,6,11,79,54,0
14118,2025-05-11 05:00:00,Qatar,PIL,FRA,JED,Good,Intact,DHL,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Clear,41923,3,0,150,65,0
14119,2025-05-11 06:00:00,Qatar,VAL,JFK,JED,Good,Broken,Amazon Logistics,Red Sea Imports,Corporate,Pending,Cleared,Clear,VIP,Rain,13987,12,11,168,95,0
14120,2025-05-11 07:00:00,Emirates,PIL,AMS,JED,Average,Intact,BlueDart,Saudi Pharma Ltd,Agent,Complete,Pending,Suspicious,Normal,Clear,4301,14,9,8,54,0
14121,2025-05-11 08:00:00,Air India,PIL,AMS,JED,Average,Broken,Aramex,Arabian Medical Supply,Retail,Complete,Pending,Suspicious,VIP,Rain,20691,8,12,108,60,1
14122,2025-05-11 09:00:00,Lufthansa,DGR,OSL,JED,Good,Intact,DB Schenker,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Fog,41642,0,6,175,76,0
14123,2025-05-11 10:00:00,Qatar,PER,MAA,JED,Good,Intact,Maersk,Desert Logistics,Agent,Complete,Cleared,Clear,VIP,Fog,24313,12,1,52,81,0
14124,2025-05-11 11:00:00,Lufthansa,DGR,OSL,JED,Average,Tampered,Aramex,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,VIP,Rain,25518,8,8,156,98,0
14125,2025-05-11 12:00:00,Air India,VAL,OSL,JED,Good,Intact,FedEx,Red Sea Imports,Corporate,Complete,Cleared,Restricted Item Detected,Express,Rain,16246,13,1,74,99,0
14126,2025-05-11 13:00:00,Air India,PIL,AMS,JED,Good,Intact,FedEx,Gulf Fresh Foods,Corporate,Pending,Cleared,Clear,VIP,Storm,13065,1,4,42,86,0
14127,2025-05-11 14:00:00,Qatar,VAL,PVG,JED,Average,Missing,Aramex,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Express,Clear,25227,10,3,158,87,0
14128,2025-05-11 15:00:00,Emirates,AVI,HAM,JED,Average,Intact,DB Schenker,Arabian Medical Supply,Corporate,Missing,Cleared,Clear,Normal,Fog,684,6,3,96,97,0
14129,2025-05-11 16:00:00,Air India,PER,MXP,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Agent,Complete,Cleared,Manual Review Required,VIP,Rain,2528,7,3,43,51,0
14130,2025-05-11 17:00:00,Lufthansa,HUM,AMS,JED,Good,Intact,DHL,Al Jazeera Trading,Retail,Complete,Cleared,Clear,Normal,Fog,18246,6,10,81,77,0
14131,2025-05-11 18:00:00,Lufthansa,AVI,JFK,JED,Average,Intact,UPS,Red Sea Imports,Corporate,Complete,Pending,Clear,Normal,Storm,29567,8,7,63,52,0
14132,2025-05-11 19:00:00,Lufthansa,PIL,DXB,JED,Good,Broken,UPS,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Clear,14461,12,9,95,48,0
14133,2025-05-11 20:00:00,Lufthansa,COL,JFK,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Pending,Pending,Manual Review Required,VIP,Storm,49834,9,2,53,43,0
14134,2025-05-11 21:00:00,Air India,DGR,DXB,JED,Good,Intact,BlueDart,Desert Logistics,Agent,Complete,Cleared,Suspicious,VIP,Fog,15106,4,10,57,77,0
14135,2025-05-11 22:00:00,Qatar,DGR,DXB,JED,Average,Intact,Amazon Logistics,Desert Logistics,Agent,Complete,Cleared,Suspicious,Normal,Clear,17128,8,4,164,96,0
14136,2025-05-11 23:00:00,Qatar,VAL,MAA,JED,Good,Broken,Maersk,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Normal,Clear,31253,7,5,9,94,0
14137,2025-05-12 00:00:00,Lufthansa,COL,HAM,JED,Good,Tampered,BlueDart,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Express,Rain,34011,13,0,44,59,0
14138,2025-05-12 01:00:00,Qatar,VAL,JFK,JED,Good,Intact,DB Schenker,Gulf Fresh Foods,Retail,Complete,Cleared,Clear,Express,Rain,36967,8,4,19,90,0
14139,2025-05-12 02:00:00,Lufthansa,COL,JFK,JED,Average,Intact,Maersk,Al Jazeera Trading,Agent,Complete,Cleared,Clear,VIP,Clear,29344,9,1,46,49,0
14140,2025-05-12 03:00:00,Lufthansa,VAL,MAA,JED,Good,Intact,BlueDart,Al Jazeera Trading,Retail,Complete,Cleared,Clear,VIP,Rain,21008,2,9,42,94,0
14141,2025-05-12 04:00:00,Emirates,HUM,AMS,JED,Damaged,Intact,DHL,Red Sea Imports,Corporate,Complete,Pending,Clear,VIP,Rain,14878,6,11,67,75,0
14142,2025-05-12 05:00:00,Air India,HUM,FRA,JED,Good,Intact,DHL,Arabian Medical Supply,Retail,Pending,Cleared,Manual Review Required,Normal,Clear,12284,6,10,97,76,0
14143,2025-05-12 06:00:00,Air India,AVI,JFK,JED,Good,Intact,BlueDart,Middle East Retail Group,Agent,Complete,Cleared,Clear,Normal,Fog,8135,8,3,9,73,0
14144,2025-05-12 07:00:00,Lufthansa,HUM,PVG,JED,Good,Intact,UPS,Red Sea Imports,Corporate,Complete,Cleared,Clear,VIP,Storm,38421,0,10,141,55,0
14145,2025-05-12 08:00:00,Air India,COL,MAA,JED,Average,Tampered,DHL,Arabian Medical Supply,Agent,Complete,Cleared,Suspicious,Express,Clear,9386,0,10,53,65,1
14146,2025-05-12 09:00:00,Qatar,VAL,JFK,JED,Good,Tampered,DHL,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,VIP,Rain,48230,6,14,42,66,0
14147,2025-05-12 10:00:00,Lufthansa,COL,DXB,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Agent,Complete,Pending,Clear,VIP,Fog,14107,4,6,26,99,0
14148,2025-05-12 11:00:00,Emirates,AVI,MAA,JED,Damaged,Broken,BlueDart,Desert Logistics,Corporate,Complete,Cleared,Clear,Express,Fog,4805,12,6,73,56,0
14149,2025-05-12 12:00:00,Qatar,AVI,MXP,JED,Good,Missing,DB Schenker,Middle East Retail Group,Retail,Pending,Cleared,Clear,Normal,Storm,22484,2,8,159,57,0
14150,2025-05-12 13:00:00,Emirates,PIL,MAA,JED,Good,Intact,Aramex,Jeddah Electronics,Corporate,Complete,Pending,Clear,Normal,Clear,40320,9,10,69,49,0
14151,2025-05-12 14:00:00,Emirates,PER,AMS,JED,Good,Intact,DB Schenker,Middle East Retail Group,Agent,Complete,Cleared,Clear,VIP,Rain,32701,13,1,117,63,0
14152,2025-05-12 15:00:00,Air India,HUM,JFK,JED,Good,Intact,Amazon Logistics,Gulf Fresh Foods,Agent,Pending,Manual Inspection Required,Clear,Express,Rain,17692,11,10,140,77,1
14153,2025-05-12 16:00:00,Air India,DGR,MAA,JED,Good,Missing,DHL,Jeddah Electronics,Retail,Complete,Cleared,Clear,Express,Fog,1818,4,4,169,40,0
14154,2025-05-12 17:00:00,Lufthansa,DGR,PVG,JED,Damaged,Intact,Aramex,Middle East Retail Group,Agent,Complete,Cleared,Clear,Express,Clear,16154,11,4,36,97,0
14155,2025-05-12 18:00:00,Air India,PER,JFK,JED,Damaged,Intact,Amazon Logistics,Al Jazeera Trading,Agent,Complete,Cleared,Clear,VIP,Fog,30391,0,10,38,71,0
14156,2025-05-12 19:00:00,Emirates,VAL,AMS,JED,Average,Intact,Amazon Logistics,Red Sea Imports,Retail,Missing,Failed,Clear,Express,Storm,25011,6,13,179,85,0
14157,2025-05-12 20:00:00,Emirates,PER,DXB,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Complete,Pending,Clear,Normal,Rain,40627,13,8,60,50,0
14158,2025-05-12 21:00:00,Qatar,VAL,PVG,JED,Good,Intact,DHL,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,VIP,Storm,35263,7,6,173,43,0
14159,2025-05-12 22:00:00,Emirates,HUM,MAA,JED,Good,Intact,UPS,Jeddah Electronics,Corporate,Complete,Cleared,Clear,Normal,Clear,29514,10,14,35,61,0
14160,2025-05-12 23:00:00,Lufthansa,HUM,AMS,JED,Good,Intact,BlueDart,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Express,Rain,24387,1,13,177,65,0
14161,2025-05-13 00:00:00,Lufthansa,AVI,AMS,JED,Average,Missing,FedEx,Jeddah Electronics,Agent,Missing,Cleared,Clear,VIP,Fog,39289,10,10,149,59,1
14162,2025-05-13 01:00:00,Air India,AVI,MAA,JED,Good,Intact,UPS,Jeddah Electronics,Retail,Complete,Pending,Clear,Express,Fog,7140,4,9,77,73,0
14163,2025-05-13 02:00:00,Air India,AVI,DXB,JED,Damaged,Intact,FedEx,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Normal,Storm,14461,13,11,127,45,0
14164,2025-05-13 03:00:00,Air India,AVI,MAA,JED,Good,Intact,Aramex,Desert Logistics,Corporate,Complete,Cleared,Clear,VIP,Rain,12478,3,2,145,50,0
14165,2025-05-13 04:00:00,Lufthansa,DGR,AMS,JED,Good,Intact,FedEx,Red Sea Imports,Retail,Complete,Cleared,Clear,Normal,Clear,44202,5,5,139,57,0
14166,2025-05-13 05:00:00,Emirates,PIL,FRA,JED,Damaged,Broken,UPS,Desert Logistics,Corporate,Complete,Cleared,Clear,VIP,Fog,42392,4,10,21,92,0
14167,2025-05-13 06:00:00,Air India,AVI,DXB,JED,Good,Tampered,DB Schenker,Middle East Retail Group,Agent,Complete,Cleared,Clear,VIP,Storm,34460,4,7,135,41,0
14168,2025-05-13 07:00:00,Qatar,AVI,HAM,JED,Good,Intact,DB Schenker,Middle East Retail Group,Corporate,Complete,Pending,Clear,Normal,Rain,38101,12,2,96,95,0
14169,2025-05-13 08:00:00,Air India,AVI,JFK,JED,Average,Intact,Maersk,Gulf Fresh Foods,Corporate,Complete,Cleared,Clear,VIP,Storm,46864,6,2,44,53,0
14170,2025-05-13 09:00:00,Lufthansa,VAL,HAM,JED,Damaged,Intact,BlueDart,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Express,Fog,31421,13,9,109,66,0
14171,2025-05-13 10:00:00,Air India,COL,MAA,JED,Damaged,Intact,BlueDart,Middle East Retail Group,Corporate,Complete,Manual Inspection Required,Manual Review Required,VIP,Fog,24602,7,11,131,86,0
14172,2025-05-13 11:00:00,Emirates,AVI,MXP,JED,Good,Intact,DB Schenker,Arabian Medical Supply,Agent,Missing,Cleared,Clear,VIP,Storm,36309,8,14,24,92,0
14173,2025-05-13 12:00:00,Air India,PER,JFK,JED,Good,Intact,DB Schenker,Red Sea Imports,Agent,Complete,Cleared,Clear,Express,Clear,19525,9,8,131,95,0
14174,2025-05-13 13:00:00,Lufthansa,AVI,AMS,JED,Average,Intact,Aramex,Arabian Medical Supply,Corporate,Complete,Pending,Clear,Express,Storm,19267,8,4,112,63,0
14175,2025-05-13 14:00:00,Lufthansa,AVI,PVG,JED,Good,Missing,DHL,Gulf Fresh Foods,Retail,Pending,Cleared,Clear,VIP,Rain,40226,0,14,149,91,0
14176,2025-05-13 15:00:00,Qatar,DGR,JFK,JED,Average,Intact,Maersk,Al Jazeera Trading,Agent,Complete,Cleared,Suspicious,VIP,Fog,1765,6,14,117,64,1
14177,2025-05-13 16:00:00,Lufthansa,COL,HAM,JED,Good,Intact,DHL,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Rain,47637,12,12,152,93,0
14178,2025-05-13 17:00:00,Qatar,AVI,MXP,JED,Average,Intact,Aramex,Red Sea Imports,Retail,Complete,Cleared,Clear,VIP,Fog,21209,2,4,126,77,0
14179,2025-05-13 18:00:00,Emirates,COL,HAM,JED,Good,Tampered,UPS,Red Sea Imports,Agent,Pending,Cleared,Clear,Normal,Storm,22145,1,5,98,66,0
14180,2025-05-13 19:00:00,Lufthansa,VAL,AMS,JED,Good,Intact,FedEx,Arabian Medical Supply,Corporate,Pending,Cleared,Clear,VIP,Storm,18770,13,11,168,62,0
14181,2025-05-13 20:00:00,Air India,HUM,FRA,JED,Good,Broken,FedEx,Saudi Pharma Ltd,Retail,Complete,Pending,Suspicious,Express,Storm,32766,9,3,144,99,0
14182,2025-05-13 21:00:00,Emirates,COL,PVG,JED,Average,Intact,DB Schenker,Saudi Pharma Ltd,Agent,Complete,Cleared,Clear,Express,Rain,39816,14,6,8,56,0
14183,2025-05-13 22:00:00,Air India,COL,FRA,JED,Good,Intact,Aramex,Arabian Medical Supply,Retail,Complete,Cleared,Clear,Normal,Clear,49577,9,4,80,95,0
14184,2025-05-13 23:00:00,Air India,AVI,MXP,JED,Good,Broken,UPS,Arabian Medical Supply,Retail,Complete,Manual Inspection Required,Clear,Express,Storm,10781,11,8,119,86,1
14185,2025-05-14 00:00:00,Air India,PIL,MAA,JED,Good,Intact,Amazon Logistics,Arabian Medical Supply,Corporate,Pending,Cleared,Clear,Express,Fog,4328,11,6,86,66,0
14186,2025-05-14 01:00:00,Emirates,AVI,JFK,JED,Good,Intact,UPS,Arabian Medical Supply,Corporate,Complete,Cleared,Clear,VIP,Storm,8219,6,11,91,85,0
14187,2025-05-14 02:00:00,Emirates,AVI,DXB,JED,Good,Intact,Aramex,Al Jazeera Trading,Agent,Complete,Cleared,Manual Review Required,Express,Clear,40300,3,9,12,68,0
14188,2025-05-14 03:00:00,Lufthansa,DGR,JFK,JED,Average,Intact,DHL,Desert Logistics,Agent,Complete,Cleared,Clear,VIP,Fog,40065,12,9,108,57,0
14189,2025-05-14 04:00:00,Air India,PIL,AMS,JED,Good,Broken,DB Schenker,Arabian Medical Supply,Agent,Complete,Manual Inspection Required,Suspicious,VIP,Rain,14202,12,1,124,67,1
14190,2025-05-14 05:00:00,Qatar,HUM,MAA,JED,Good,Intact,FedEx,Gulf Fresh Foods,Retail,Pending,Manual Inspection Required,Clear,Express,Storm,28871,4,5,69,41,0
14191,2025-05-14 06:00:00,Lufthansa,DGR,HAM,JED,Good,Intact,DB Schenker,Gulf Fresh Foods,Agent,Complete,Manual Inspection Required,Clear,VIP,Storm,40722,12,12,171,83,0
14192,2025-05-14 07:00:00,Emirates,DGR,AMS,JED,Good,Broken,Amazon Logistics,Al Jazeera Trading,Agent,Complete,Cleared,Clear,Normal,Rain,45180,14,0,134,51,0
14193,2025-05-14 08:00:00,Qatar,DGR,MAA,JED,Average,Intact,UPS,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Fog,9184,2,1,19,81,0
14194,2025-05-14 09:00:00,Emirates,PIL,MXP,JED,Good,Intact,Amazon Logistics,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Express,Clear,47326,5,2,65,66,0
14195,2025-05-14 10:00:00,Qatar,VAL,PVG,JED,Average,Tampered,FedEx,Arabian Medical Supply,Retail,Complete,Cleared,Suspicious,Express,Fog,2440,4,10,145,55,1
14196,2025-05-14 11:00:00,Lufthansa,HUM,AMS,JED,Good,Broken,Amazon Logistics,Jeddah Electronics,Retail,Complete,Cleared,Clear,Express,Clear,9147,7,13,84,44,1
14197,2025-05-14 12:00:00,Qatar,VAL,AMS,JED,Good,Intact,DB Schenker,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Clear,23582,0,11,121,56,0
14198,2025-05-14 13:00:00,Lufthansa,VAL,MAA,JED,Good,Intact,UPS,Saudi Pharma Ltd,Agent,Complete,Cleared,Manual Review Required,Normal,Storm,26305,11,3,29,65,0
14199,2025-05-14 14:00:00,Emirates,HUM,OSL,JED,Average,Intact,UPS,Gulf Fresh Foods,Corporate,Missing,Cleared,Suspicious,Express,Rain,32780,5,0,128,54,0
14200,2025-05-14 15:00:00,Qatar,VAL,DXB,JED,Good,Intact,Amazon Logistics,Middle East Retail Group,Agent,Complete,Cleared,Clear,VIP,Fog,7671,8,10,29,92,0
14201,2025-05-14 16:00:00,Air India,PIL,OSL,JED,Good,Missing,Aramex,Red Sea Imports,Corporate,Complete,Cleared,Clear,VIP,Storm,36605,13,5,31,71,0
14202,2025-05-14 17:00:00,Air India,HUM,HAM,JED,Damaged,Intact,Aramex,Al Jazeera Trading,Retail,Pending,Manual Inspection Required,Clear,Normal,Storm,35953,14,9,40,71,1
14203,2025-05-14 18:00:00,Emirates,COL,PVG,JED,Good,Intact,BlueDart,Middle East Retail Group,Retail,Complete,Manual Inspection Required,Clear,Express,Storm,3830,1,4,114,66,0
14204,2025-05-14 19:00:00,Qatar,COL,MXP,JED,Damaged,Broken,FedEx,Middle East Retail Group,Retail,Complete,Cleared,Suspicious,VIP,Fog,12335,11,4,147,55,1
14205,2025-05-14 20:00:00,Air India,AVI,DXB,JED,Good,Intact,BlueDart,Al Jazeera Trading,Corporate,Complete,Manual Inspection Required,Clear,VIP,Rain,11295,6,3,17,75,0
14206,2025-05-14 21:00:00,Lufthansa,DGR,HAM,JED,Good,Intact,Aramex,Al Jazeera Trading,Corporate,Complete,Cleared,Clear,Express,Fog,4842,7,7,177,45,0
14207,2025-05-14 22:00:00,Qatar,COL,OSL,JED,Average,Intact,DB Schenker,Arabian Medical Supply,Agent,Complete,Cleared,Clear,VIP,Fog,14702,3,14,66,61,0
14208,2025-05-14 23:00:00,Qatar,COL,JFK,JED,Good,Intact,DHL,Arabian Medical Supply,Retail,Complete,Cleared,Suspicious,Express,Fog,4046,11,2,90,51,0
14209,2025-05-15 00:00:00,Air India,VAL,FRA,JED,Average,Tampered,Aramex,Desert Logistics,Corporate,Pending,Cleared,Suspicious,Normal,Rain,5105,12,8,60,98,1
14210,2025-05-15 01:00:00,Lufthansa,HUM,HAM,JED,Good,Intact,BlueDart,Saudi Pharma Ltd,Corporate,Complete,Cleared,Clear,Normal,Storm,993,12,2,85,54,0
14211,2025-05-15 02:00:00,Lufthansa,PER,JFK,JED,Good,Intact,Maersk,Red Sea Imports,Corporate,Complete,Pending,Clear,VIP,Rain,13213,4,9,63,62,0
14212,2025-05-15 03:00:00,Lufthansa,VAL,OSL,JED,Good,Intact,UPS,Middle East Retail Group,Retail,Complete,Cleared,Clear,VIP,Clear,41990,13,5,88,73,0
14213,2025-05-15 04:00:00,Qatar,VAL,JFK,JED,Good,Intact,Amazon Logistics,Al Jazeera Trading,Agent,Missing,Cleared,Clear,VIP,Clear,2258,3,0,110,67,0
14214,2025-05-15 05:00:00,Emirates,PIL,PVG,JED,Good,Intact,FedEx,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Fog,33742,7,3,34,66,0
14215,2025-05-15 06:00:00,Qatar,HUM,PVG,JED,Good,Intact,UPS,Red Sea Imports,Corporate,Complete,Cleared,Manual Review Required,Express,Storm,34528,6,11,56,61,0
14216,2025-05-15 07:00:00,Qatar,PER,OSL,JED,Good,Intact,UPS,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Normal,Rain,5205,13,2,143,66,0
14217,2025-05-15 08:00:00,Air India,PER,FRA,JED,Good,Intact,DHL,Red Sea Imports,Retail,Complete,Cleared,Suspicious,Normal,Clear,45832,2,1,14,78,0
14218,2025-05-15 09:00:00,Emirates,AVI,FRA,JED,Good,Broken,Aramex,Arabian Medical Supply,Retail,Complete,Cleared,Clear,VIP,Storm,3621,13,1,23,75,0
14219,2025-05-15 10:00:00,Lufthansa,VAL,PVG,JED,Good,Intact,DHL,Jeddah Electronics,Retail,Pending,Manual Inspection Required,Clear,Express,Storm,28381,11,0,95,46,1
14220,2025-05-15 11:00:00,Air India,PIL,DXB,JED,Good,Intact,Amazon Logistics,Red Sea Imports,Retail,Complete,Cleared,Clear,Express,Storm,4388,2,13,45,71,0
14221,2025-05-15 12:00:00,Qatar,DGR,MXP,JED,Good,Intact,DHL,Saudi Pharma Ltd,Corporate,Pending,Cleared,Clear,VIP,Clear,21549,2,2,76,72,0
14222,2025-05-15 13:00:00,Emirates,COL,HAM,JED,Average,Broken,UPS,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Rain,6938,7,3,151,61,0
14223,2025-05-15 14:00:00,Lufthansa,VAL,MXP,JED,Good,Broken,DHL,Middle East Retail Group,Corporate,Complete,Cleared,Clear,Express,Fog,10966,13,3,173,49,0
14224,2025-05-15 15:00:00,Lufthansa,DGR,PVG,JED,Good,Broken,DB Schenker,Al Jazeera Trading,Retail,Pending,Cleared,Clear,Express,Clear,13464,11,14,100,83,1
14225,2025-05-15 16:00:00,Qatar,DGR,PVG,JED,Average,Intact,DB Schenker,Saudi Pharma Ltd,Agent,Missing,Cleared,Clear,Normal,Fog,18600,9,3,107,80,0
14226,2025-05-15 17:00:00,Lufthansa,HUM,FRA,JED,Good,Intact,DHL,Middle East Retail Group,Agent,Complete,Failed,Restricted Item Detected,Express,Clear,18960,11,4,129,83,1
14227,2025-05-15 18:00:00,Lufthansa,VAL,MXP,JED,Good,Intact,BlueDart,Red Sea Imports,Retail,Complete,Cleared,Clear,VIP,Clear,18252,3,5,87,79,0
14228,2025-05-15 19:00:00,Emirates,HUM,FRA,JED,Good,Intact,Aramex,Red Sea Imports,Agent,Complete,Pending,Suspicious,Normal,Rain,38401,0,7,82,68,0
14229,2025-05-15 20:00:00,Air India,AVI,MAA,JED,Damaged,Broken,Maersk,Jeddah Electronics,Retail,Pending,Cleared,Clear,Express,Rain,30310,1,14,137,42,1
14230,2025-05-15 21:00:00,Emirates,DGR,MAA,JED,Good,Intact,FedEx,Saudi Pharma Ltd,Corporate,Pending,Cleared,Clear,VIP,Clear,44927,3,6,176,51,0
14231,2025-05-15 22:00:00,Air India,PER,HAM,JED,Good,Intact,DB Schenker,Desert Logistics,Agent,Complete,Manual Inspection Required,Manual Review Required,VIP,Storm,37227,7,12,20,95,0
14232,2025-05-15 23:00:00,Air India,DGR,FRA,JED,Damaged,Intact,DB Schenker,Desert Logistics,Agent,Complete,Cleared,Clear,Normal,Fog,12622,1,11,31,83,0
14233,2025-05-16 00:00:00,Air India,AVI,DXB,JED,Average,Missing,BlueDart,Arabian Medical Supply,Corporate,Complete,Pending,Clear,VIP,Rain,6035,5,1,114,73,0
14234,2025-05-16 01:00:00,Lufthansa,DGR,PVG,JED,Good,Tampered,BlueDart,Jeddah Electronics,Retail,Complete,Cleared,Manual Review Required,Normal,Rain,33452,6,11,122,52,0
14235,2025-05-16 02:00:00,Emirates,HUM,MXP,JED,Good,Broken,UPS,Jeddah Electronics,Corporate,Complete,Cleared,Clear,VIP,Clear,29202,9,6,40,56,0
14236,2025-05-16 03:00:00,Lufthansa,VAL,JFK,JED,Good,Intact,DB Schenker,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,VIP,Clear,32915,6,9,132,53,0
14237,2025-05-16 04:00:00,Qatar,PER,PVG,JED,Average,Intact,Aramex,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Express,Rain,14873,4,6,100,89,0
14238,2025-05-16 05:00:00,Emirates,HUM,FRA,JED,Average,Intact,FedEx,Arabian Medical Supply,Agent,Complete,Cleared,Clear,Express,Storm,9206,7,8,104,85,0
14239,2025-05-16 06:00:00,Air India,COL,DXB,JED,Good,Broken,DHL,Arabian Medical Supply,Retail,Complete,Manual Inspection Required,Clear,Normal,Storm,18895,12,12,148,76,1
14240,2025-05-16 07:00:00,Lufthansa,VAL,PVG,JED,Good,Intact,FedEx,Desert Logistics,Retail,Missing,Cleared,Suspicious,Normal,Fog,5271,1,4,128,75,0
14241,2025-05-16 08:00:00,Lufthansa,PER,OSL,JED,Good,Tampered,DB Schenker,Desert Logistics,Retail,Missing,Manual Inspection Required,Clear,VIP,Rain,49897,9,7,125,99,1
14242,2025-05-16 09:00:00,Emirates,AVI,FRA,JED,Good,Intact,Aramex,Arabian Medical Supply,Agent,Missing,Cleared,Clear,Express,Clear,47437,12,1,102,51,0
14243,2025-05-16 10:00:00,Emirates,DGR,FRA,JED,Good,Intact,DB Schenker,Saudi Pharma Ltd,Retail,Complete,Cleared,Clear,Express,Fog,14144,6,13,173,40,0
14244,2025-05-16 11:00:00,Air India,PER,HAM,JED,Good,Intact,DHL,Red Sea Imports,Corporate,Complete,Cleared,Clear,VIP,Clear,28792,10,9,163,63,0
14245,2025-05-16 12:00:00,Air India,PIL,MXP,JED,Good,Intact,UPS,Red Sea Imports,Retail,Complete,Cleared,Manual Review Required,Normal,Storm,35129,13,6,80,52,0
14246,2025-05-16 13:00:00,Qatar,COL,HAM,JED,Good,Intact,BlueDart,Gulf Fresh Foods,Agent,Complete,Cleared,Clear,Normal,Clear,18707,0,7,30,51,0
14247,2025-05-16 14:00:00,Air India,AVI,HAM,JED,Damaged,Intact,Amazon Logistics,Jeddah Electronics,Corporate,Complete,Manual Inspection Required,Clear,VIP,Storm,17244,0,7,112,89,0
14248,2025-05-16 15:00:00,Lufthansa,VAL,PVG,JED,Average,Intact,DB Schenker,Al Jazeera Trading,Corporate,Missing,Cleared,Clear,Normal,Fog,44162,6,2,8,76,0
